RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
SKN   ,P678SS,P678,15,13,Points - Left Leg Normal (Connected Pair),Reverse,SKN,,C,P678.RWCR,LIMP678B,,,9903
SKN   ,P678SS,P678,15,12,Points - Left Leg Normal (Connected Pair),Locked,SKN,,C,P678.LRP,LIMP678C,,,9904
SKN   ,P693SS,P693,15,10,Points - Left Leg Normal,Normal,SKN,,C,P693.NWCR,LIMP693A,,,9906
SKN   ,P693SS,P693,15,9,Points - Left Leg Normal,Reverse,SKN,,C,P693.RWCR,LIMP693B,,,9907
SKN   ,P693SS,P693,15,8,Points - Left Leg Normal,Locked,SKN,,C,P693.LRP,LIMP693C,,,9908
SKN   ,S194SS,S194,19,11,Auto Signal,Clear,SKN,,C,S194.RGP,LIMS194C,,,9969
SKN   ,S205SS,S205,19,10,Auto Signal,Clear,SKN,,C,S205.RGP,LIMS205C,,,9970
SKN   ,S655SS,S655,1,7,Auto Signal,Clear,SKN,,C,S655.RGP,LIMS655C,,,9685
SKN   ,S658SS,S658,1,5,Auto Signal,Clear,SKN,,C,S658.RGP,LIMS658C,,,9687
SKN   ,S661SS,S661,1,6,Auto Signal,Clear,SKN,,C,S661.RGP,LIMS661C,,,9686
SKN   ,S667SS,S667,1,4,Auto Signal,Clear,SKN,,C,S667.RGP,LIMS667C,,,9688
SKN   ,S668SS,S668,1,3,Auto Signal,Clear,SKN,,C,S668.RGP,LIMS668C,,,9689
SKN   ,S753SS,S753,1,2,Dwarf Signal,Stop,SKN,,C,S753.NGP,LIMS753A,,,9690
SKN   ,S753SS,S753,1,1,Dwarf Signal,Clear,SKN,,C,S753.RGP,LIMS753C,,,9691
SKN   ,S753SS,S753,1,0,Dwarf Signal,Time Release,SKN,,C,S753.ASP,LIMS753D,,,9692
SKN   ,S753SS,S753,2,15,Dwarf Signal,Route Set,SKN,,C,S753.RIP,LIMS753G,,,9693
SKN   ,S755SS,S755,2,14,Home Signal,Stop,SKN,,C,S755.NGP,LIMS755A,,,9694
SKN   ,S755SS,S755,2,13,Home Signal,Low Speed,SKN,,C,S755.CGR,LIMS755B,,,9695
SKN   ,S755SS,S755,2,12,Home Signal,Clear,SKN,,C,S755.RGP,LIMS755C,,,9696
SKN   ,S755SS,S755,2,11,Home Signal,Time Release,SKN,,C,S755.ASP,LIMS755D,,,9697
SKN   ,S755SS,S755,2,10,Home Signal,Fleeting,SKN,,C,S755.AOR,LIMS755E,,,9698
SKN   ,S755SS,S755,2,9,Home Signal,Approach Clear,SKN,,C,S755.CPBS,LIMS755F,,,9699
SKN   ,S755SS,S755,2,8,Home Signal,Route Set,SKN,,C,S755.RIP,LIMS755G,,,9700
SKN   ,S756SS,S756,2,7,Home Signal,Stop,SKN,,C,S756.NGP,LIMS756A,,,9701
SKN   ,S756SS,S756,2,6,Home Signal,Low Speed,SKN,,C,S756.CGR,LIMS756B,,,9702
SKN   ,S756SS,S756,2,5,Home Signal,Clear,SKN,,C,S756.RGP,LIMS756C,,,9703
SKN   ,S756SS,S756,2,4,Home Signal,Time Release,SKN,,C,S756.ASP,LIMS756D,,,9704
SKN   ,S756SS,S756,2,3,Home Signal,Fleeting,SKN,,C,S756.AOR,LIMS756E,,,9705
SKN   ,S756SS,S756,2,2,Home Signal,Approach Clear,SKN,,C,S756.CPBS,LIMS756F,,,9706
SKN   ,S756SS,S756,2,1,Home Signal,Route Set,SKN,,C,S756.RIP,LIMS756G,,,9707
SKN   ,S757SS,S757,2,0,Home Signal,Stop,SKN,,C,S757.NGP,LIMS757A,,,9708
SKN   ,S757SS,S757,3,15,Home Signal,Low Speed,SKN,,C,S757.CGR,LIMS757B,,,9709
SKN   ,S757SS,S757,3,14,Home Signal,Clear,SKN,,C,S757.RGP,LIMS757C,,,9710
SKN   ,S757SS,S757,3,13,Home Signal,Time Release,SKN,,C,S757.ASP,LIMS757D,,,9711
SKN   ,S757SS,S757,3,12,Home Signal,Fleeting,SKN,,C,S757.AOR,LIMS757E,,,9712
SKN   ,S757SS,S757,3,11,Home Signal,Approach Clear,SKN,,C,S757.CPBS,LIMS757F,,,9713
SKN   ,S757SS,S757,3,10,Home Signal,Route Set,SKN,,C,S757.RIP,LIMS757G,,,9714
SKN   ,S758SS,S758,3,9,Home Signal,Stop,SKN,,C,S758.NGP,LIMS758A,,,9715
SKN   ,S758SS,S758,3,8,Home Signal,Low Speed,SKN,,C,S758.CGR,LIMS758B,,,9716
SKN   ,S758SS,S758,3,7,Home Signal,Clear,SKN,,C,S758.RGP,LIMS758C,,,9717
SKN   ,S758SS,S758,3,6,Home Signal,Time Release,SKN,,C,S758.ASP,LIMS758D,,,9718
SKN   ,S758SS,S758,3,5,Home Signal,Fleeting,SKN,,C,S758.AOR,LIMS758E,,,9719
SKN   ,S758SS,S758,3,4,Home Signal,Approach Clear,SKN,,C,S758.CPBS,LIMS758F,,,9720
SKN   ,S758SS,S758,3,3,Home Signal,Route Set,SKN,,C,S758.RIP,LIMS758G,,,9721
SKN   ,S759SS,S759,3,2,Home Signal,Stop,SKN,,C,S759.NGP,LIMS759A,,,9722
SKN   ,S759SS,S759,3,1,Home Signal,Low Speed,SKN,,C,#,#,,,9723
SKN   ,S759SS,S759,3,0,Home Signal,Clear,SKN,,C,S759.RGP,LIMS759C,,,9724
SKN   ,S759SS,S759,4,15,Home Signal,Time Release,SKN,,C,S759.ASP,LIMS759D,,,9725
SKN   ,S759SS,S759,4,14,Home Signal,Fleeting,SKN,,C,S759.AOR,LIMS759E,,,9726
SKN   ,S759SS,S759,4,13,Home Signal,Approach Clear,SKN,,C,#,#,,,9727
SKN   ,S759SS,S759,4,12,Home Signal,Route Set,SKN,,C,S759.RIP,LIMS759G,,,9728
SKN   ,S760SS,S760,4,11,Home Signal,Stop,SKN,,C,S760.NGP,LIMS760A,,,9729
SKN   ,S760SS,S760,4,10,Home Signal,Low Speed,SKN,,C,#,#,,,9730
SKN   ,S760SS,S760,4,9,Home Signal,Clear,SKN,,C,S760.RGP,LIMS760C,,,9731
SKN   ,S760SS,S760,4,8,Home Signal,Time Release,SKN,,C,S760.ASP,LIMS760D,,,9732
SKN   ,S760SS,S760,4,7,Home Signal,Fleeting,SKN,,C,S760.AOR,LIMS760E,,,9733
SKN   ,S760SS,S760,4,6,Home Signal,Approach Clear,SKN,,C,#,#,,,9734
SKN   ,S760SS,S760,4,5,Home Signal,Route Set,SKN,,C,S760.RIP,LIMS760G,,,9735
SKN   ,S761SS,S761,4,4,Home Signal,Stop,SKN,,C,S761.NGP,LIMS761A,,,9736
SKN   ,S761SS,S761,4,3,Home Signal,Low Speed,SKN,,C,S761.CGR,LIMS761B,,,9737
SKN   ,S761SS,S761,4,2,Home Signal,Clear,SKN,,C,S761.RGP,LIMS761C,,,9738
SKN   ,S761SS,S761,4,1,Home Signal,Time Release,SKN,,C,S761.ASP,LIMS761D,,,9739
SKN   ,S761SS,S761,4,0,Home Signal,Fleeting,SKN,,C,S761.AOR,LIMS761E,,,9740
SKN   ,S761SS,S761,5,15,Home Signal,Approach Clear,SKN,,C,S761.CPBS,LIMS761F,,,9741
SKN   ,S761SS,S761,5,14,Home Signal,Route Set,SKN,,C,S761.RIP,LIMS761G,,,9742
SKN   ,S762SS,S762,5,13,Home Signal,Stop,SKN,,C,S762.NGP,LIMS762A,,,9743
SKN   ,S762SS,S762,5,12,Home Signal,Low Speed,SKN,,C,S762.CGR,LIMS762B,,,9744
SKN   ,S762SS,S762,5,11,Home Signal,Clear,SKN,,C,S762.RGP,LIMS762C,,,9745
SKN   ,S762SS,S762,5,10,Home Signal,Time Release,SKN,,C,S762.ASP,LIMS762D,,,9746
SKN   ,S762SS,S762,5,9,Home Signal,Fleeting,SKN,,C,S762.AOR,LIMS762E,,,9747
SKN   ,S762SS,S762,5,8,Home Signal,Approach Clear,SKN,,C,S762.CPBS,LIMS762F,,,9748
SKN   ,S762SS,S762,5,7,Home Signal,Route Set,SKN,,C,S762.RIP,LIMS762G,,,9749
SKN   ,S763SS,S763,5,6,Home Signal,Stop,SKN,,C,S763.NGP,LIMS763A,,,9750
SKN   ,S763SS,S763,5,5,Home Signal,Low Speed,SKN,,C,#,#,,,9751
SKN   ,S763SS,S763,5,4,Home Signal,Clear,SKN,,C,S763.RGP,LIMS763C,,,9752
SKN   ,S763SS,S763,5,3,Home Signal,Time Release,SKN,,C,S763.ASP,LIMS763D,,,9753
SKN   ,S763SS,S763,5,2,Home Signal,Fleeting,SKN,,C,S763.AOR,LIMS763E,,,9754
SKN   ,S763SS,S763,5,1,Home Signal,Approach Clear,SKN,,C,#,#,,,9755
SKN   ,S763SS,S763,5,0,Home Signal,Route Set,SKN,,C,S763.RIP,LIMS763G,,,9756
SKN   ,S764SS,S764,6,15,Home Signal,Stop,SKN,,C,S764.NGP,LIMS764A,,,9757
SKN   ,S764SS,S764,6,14,Home Signal,Low Speed,SKN,,C,#,#,,,9758
SKN   ,S764SS,S764,6,13,Home Signal,Clear,SKN,,C,S764.RGP,LIMS764C,,,9759
SKN   ,S764SS,S764,6,12,Home Signal,Time Release,SKN,,C,S764.ASP,LIMS764D,,,9760
SKN   ,S764SS,S764,6,11,Home Signal,Fleeting,SKN,,C,S764.AOR,LIMS764E,,,9761
SKN   ,S764SS,S764,6,10,Home Signal,Approach Clear,SKN,,C,#,#,,,9762
SKN   ,S764SS,S764,6,9,Home Signal,Route Set,SKN,,C,S764.RIP,LIMS764G,,,9763
SKN   ,S765SS,S765,6,8,Home Signal,Stop,SKN,,C,S765.NGP,LIMS765A,,,9764
SKN   ,S765SS,S765,6,7,Home Signal,Low Speed,SKN,,C,S765.CGR,LIMS765B,,,9765
SKN   ,S765SS,S765,6,6,Home Signal,Clear,SKN,,C,S765.RGP,LIMS765C,,,9766
SKN   ,S765SS,S765,6,5,Home Signal,Time Release,SKN,,C,S765.ASP,LIMS765D,,,9767
SKN   ,S765SS,S765,6,4,Home Signal,Fleeting,SKN,,C,S765.AOR,LIMS765E,,,9768
SKN   ,S765SS,S765,6,3,Home Signal,Approach Clear,SKN,,C,S765.CPBS,LIMS765F,,,9769
SKN   ,S765SS,S765,6,2,Home Signal,Route Set,SKN,,C,S765.RIP,LIMS765G,,,9770
SKN   ,S766SS,S766,6,1,Home Signal,Stop,SKN,,C,S766.NGP,LIMS766A,,,9771
SKN   ,S766SS,S766,6,0,Home Signal,Low Speed,SKN,,C,S766.CGR,LIMS766B,,,9772
SKN   ,S766SS,S766,7,15,Home Signal,Clear,SKN,,C,S766.RGP,LIMS766C,,,9773
SKN   ,S766SS,S766,7,14,Home Signal,Time Release,SKN,,C,S766.ASP,LIMS766D,,,9774
SKN   ,S766SS,S766,7,13,Home Signal,Fleeting,SKN,,C,S766.AOR,LIMS766E,,,9775
SKN   ,S766SS,S766,7,12,Home Signal,Approach Clear,SKN,,C,S766.CPBS,LIMS766F,,,9776
SKN   ,S766SS,S766,7,11,Home Signal,Route Set,SKN,,C,S766.RIP,LIMS766G,,,9777
SKN   ,S767SS,S767,7,10,Home Signal,Stop,SKN,,C,S767.NGP,LIMS767A,,,9778
SKN   ,S767SS,S767,7,9,Home Signal,Low Speed,SKN,,C,S767.CGR,LIMS767B,,,9779
SKN   ,S767SS,S767,7,8,Home Signal,Clear,SKN,,C,S767.RGP,LIMS767C,,,9780
SKN   ,S767SS,S767,7,7,Home Signal,Time Release,SKN,,C,S767.ASP,LIMS767D,,,9781
SKN   ,S767SS,S767,7,6,Home Signal,Fleeting,SKN,,C,S767.AOR,LIMS767E,,,9782
SKN   ,S767SS,S767,7,5,Home Signal,Approach Clear,SKN,,C,S767.CPBS,LIMS767F,,,9783
SKN   ,S767SS,S767,7,4,Home Signal,Route Set,SKN,,C,S767.RIP,LIMS767G,,,9784
SKN   ,S768SS,S768,7,3,Home Signal,Stop,SKN,,C,S768.NGP,LIMS768A,,,9785
SKN   ,S768SS,S768,7,2,Home Signal,Low Speed,SKN,,C,S768.CGR,LIMS768B,,,9786
SKN   ,S768SS,S768,7,1,Home Signal,Clear,SKN,,C,S768.RGP,LIMS768C,,,9787
SKN   ,S768SS,S768,7,0,Home Signal,Time Release,SKN,,C,S768.ASP,LIMS768D,,,9788
SKN   ,S768SS,S768,8,15,Home Signal,Fleeting,SKN,,C,S768.AOR,LIMS768E,,,9789
SKN   ,S768SS,S768,8,14,Home Signal,Approach Clear,SKN,,C,S768.CPBS,LIMS768F,,,9790
SKN   ,S768SS,S768,8,13,Home Signal,Route Set,SKN,,C,S768.RIP,LIMS768G,,,9791
SKN   ,S769SS,S769,8,12,Home Signal,Stop,SKN,,C,S769.NGP,LIMS769A,,,9792
SKN   ,S769SS,S769,8,11,Home Signal,Low Speed,SKN,,C,#,#,,,9793
SKN   ,S769SS,S769,8,10,Home Signal,Clear,SKN,,C,S769.RGP,LIMS769C,,,9794
SKN   ,S769SS,S769,8,9,Home Signal,Time Release,SKN,,C,S769.ASP,LIMS769D,,,9795
SKN   ,S769SS,S769,8,8,Home Signal,Fleeting,SKN,,C,S769.AOR,LIMS769E,,,9796
SKN   ,S769SS,S769,8,7,Home Signal,Approach Clear,SKN,,C,#,#,,,9797
SKN   ,S769SS,S769,8,6,Home Signal,Route Set,SKN,,C,S769.RIP,LIMS769G,,,9798
SKN   ,S770SS,S770,8,5,Home Signal,Stop,SKN,,C,S770.NGP,LIMS770A,,,9799
SKN   ,S770SS,S770,8,4,Home Signal,Low Speed,SKN,,C,S770.CGR,LIMS770B,,,9800
SKN   ,S770SS,S770,8,3,Home Signal,Clear,SKN,,C,S770.RGP,LIMS770C,,,9801
SKN   ,S770SS,S770,8,2,Home Signal,Time Release,SKN,,C,S770.ASP,LIMS770D,,,9802
SKN   ,S770SS,S770,8,1,Home Signal,Fleeting,SKN,,C,S770.AOR,LIMS770E,,,9803
SKN   ,S770SS,S770,8,0,Home Signal,Approach Clear,SKN,,C,S770.CPBS,LIMS770F,,,9804
SKN   ,S770SS,S770,9,15,Home Signal,Route Set,SKN,,C,S770.RIP,LIMS770G,,,9805
SKN   ,S771SS,S771,9,14,Home Signal,Stop,SKN,,C,S771.NGP,LIMS771A,,,9806
SKN   ,S771SS,S771,9,13,Home Signal,Low Speed,SKN,,C,S771.CGR,LIMS771B,,,9807
SKN   ,S771SS,S771,9,12,Home Signal,Clear,SKN,,C,S771.RGP,LIMS771C,,,9808
SKN   ,S771SS,S771,9,11,Home Signal,Time Release,SKN,,C,S771.ASP,LIMS771D,,,9809
SKN   ,S771SS,S771,9,10,Home Signal,Fleeting,SKN,,C,S771.AOR,LIMS771E,,,9810
SKN   ,S771SS,S771,9,9,Home Signal,Approach Clear,SKN,,C,S771.CPBS,LIMS771F,,,9811
SKN   ,S771SS,S771,9,8,Home Signal,Route Set,SKN,,C,S771.RIP,LIMS771G,,,9812
SKN   ,S772SS,S772,9,7,Dwarf Signal,Stop,SKN,,C,S772.NGP,LIMS772A,,,9813
SKN   ,S772SS,S772,9,6,Dwarf Signal,Clear,SKN,,C,S772.RGP,LIMS772C,,,9814
SKN   ,S772SS,S772,9,5,Dwarf Signal,Time Release,SKN,,C,S772.ASP,LIMS772D,,,9815
SKN   ,S772SS,S772,9,4,Dwarf Signal,Route Set,SKN,,C,S772.RIP,LIMS772G,,,9816
SKN   ,S774SS,S774,9,3,Home Signal,Stop,SKN,,C,S774.NGP,LIMS774A,,,9817
SKN   ,S774SS,S774,9,2,Home Signal,Low Speed,SKN,,C,S774.CGR,LIMS774B,,,9818
SKN   ,S774SS,S774,9,1,Home Signal,Clear,SKN,,C,S774.RGP,LIMS774C,,,9819
SKN   ,S774SS,S774,9,0,Home Signal,Time Release,SKN,,C,S774.ASP,LIMS774D,,,9820
SKN   ,S774SS,S774,10,15,Home Signal,Fleeting,SKN,,C,S774.AOR,LIMS774E,,,9821
SKN   ,S774SS,S774,10,14,Home Signal,Approach Clear,SKN,,C,S774.CPBS,LIMS774F,,,9822
SKN   ,S774SS,S774,10,13,Home Signal,Route Set,SKN,,C,S774.RIP,LIMS774G,,,9823
SKN   ,S776SS,S776,10,12,Dwarf Signal,Stop,SKN,,C,S776.NGP,LIMS776A,,,9824
SKN   ,S776SS,S776,10,11,Dwarf Signal,Clear,SKN,,C,S776.RGP,LIMS776C,,,9825
SKN   ,S776SS,S776,10,10,Dwarf Signal,Time Release,SKN,,C,S776.ASP,LIMS776D,,,9826
SKN   ,S776SS,S776,10,9,Dwarf Signal,Route Set,SKN,,C,S776.RIP,LIMS776G,,,9827
SKN   ,S791SS,S791,10,8,Home Signal,Stop,SKN,,C,S791.NGP,LIMS791A,,,9828
SKN   ,S791SS,S791,10,7,Home Signal,Low Speed,SKN,,C,S791.CGR,LIMS791B,,,9829
SKN   ,S791SS,S791,10,6,Home Signal,Clear,SKN,,C,S791.RGP,LIMS791C,,,9830
SKN   ,S791SS,S791,10,5,Home Signal,Time Release,SKN,,C,S791.ASP,LIMS791D,,,9831
SKN   ,S791SS,S791,10,4,Home Signal,Fleeting,SKN,,C,S791.AOR,LIMS791E,,,9832
SKN   ,S791SS,S791,10,3,Home Signal,Approach Clear,SKN,,C,S791.CPBS,LIMS791F,,,9833
SKN   ,S791SS,S791,10,2,Home Signal,Route Set,SKN,,C,S791.RIP,LIMS791G,,,9834
SKN   ,S793SS,S793,10,1,Home Signal,Stop,SKN,,C,S793.NGP,LIMS793A,,,9835
SKN   ,S793SS,S793,10,0,Home Signal,Low Speed,SKN,,C,S793.CGR,LIMS793B,,,9836
SKN   ,S793SS,S793,11,15,Home Signal,Clear,SKN,,C,S793.RGP,LIMS793C,,,9837
SKN   ,S793SS,S793,11,14,Home Signal,Time Release,SKN,,C,S793.ASP,LIMS793D,,,9838
SKN   ,S793SS,S793,11,13,Home Signal,Fleeting,SKN,,C,S793.AOR,LIMS793E,,,9839
SKN   ,S793SS,S793,11,12,Home Signal,Approach Clear,SKN,,C,S793.CPBS,LIMS793F,,,9840
SKN   ,S793SS,S793,11,11,Home Signal,Route Set,SKN,,C,S793.RIP,LIMS793G,,,9841
SKN   ,T096SS,T096,15,6,Approach Track Circuit,Clear,SKN,,C,T096.TPK,LIMT096A,tdl5T774ARTP,,9910
SKN   ,T096SS,T096,15,5,Approach Track Circuit,Approaching,SKN,,C,T096.ARP,LIMT096B,tdl5T96PSTP,,9911
SKN   ,T194SS,T194,15,4,Track Circuit,Clear,SKN,,C,T194.TPK,LIMT194A,tdl5TM194TR,,9912
SKN   ,T205SS,T205,15,3,Track Circuit,Clear,SKN,,C,T205.TPK,LIMT205A,tdl5TM205PSPTP,,9913
SKN   ,T212SS,T212,19,7,Track Circuit,Clear,SKN,,C,T212.TPK,LIMT212A,tdl5T212BPSTP,,9973
SKN   ,T650SS,T650,15,2,Track Circuit,Clear,SKN,,C,T650.TPK,LIMT650A,tdl5T650TR,,9914
SKN   ,T652SS,T652,15,1,Track Circuit,Clear,SKN,,C,T652.TPK,LIMT652A,tdl5T652TR,,9915
SKN   ,T653SS,T653,15,0,Track Circuit,Clear,SKN,,C,T653.TPK,LIMT653A,tdl5T653TR,,9916
SKN   ,T654SS,T654,16,15,Track Circuit,Clear,SKN,,C,T654.TPK,LIMT654A,tdl5T654TR,,9917
SKN   ,T655SS,T655,16,14,Track Circuit,Clear,SKN,,C,T655.TPK,LIMT655A,tdl5T655TR,,9918
SKN   ,T656SS,T656,16,13,Track Circuit,Clear,SKN,,C,T656.TPK,LIMT656A,tdl5T656TR,,9919
SKN   ,T657SS,T657,16,12,Track Circuit,Clear,SKN,,C,T657.TPK,LIMT657A,tdl5T657TR,,9920
SKN   ,T658SS,T658,16,11,Track Circuit,Clear,SKN,,C,T658.TPK,LIMT658A,tdl5T658TR,,9921
SKN   ,T659SS,T659,16,10,Track Circuit,Clear,SKN,,C,T659.TPK,LIMT659A,tdl5T659TR,,9922
SKN   ,T660SS,T660,16,9,Track Circuit,Clear,SKN,,C,T660.TPK,LIMT660A,tdl5T660TR,,9923
SKN   ,T661SS,T661,16,8,Track Circuit,Clear,SKN,,C,T661.TPK,LIMT661A,tdl5T661PSPTP,,9924
SKN   ,T662SS,T662,16,7,Track Circuit,Clear,SKN,,C,T662.TPK,LIMT662A,tdl5T662TR,,9925
SKN   ,T663SS,T663,16,6,Track Circuit,Clear,SKN,,C,T663.TPK,LIMT663A,tdl5T663TR,,9926
SKN   ,T665SS,T665,16,5,Track Circuit,Clear,SKN,,C,T665.TPK,LIMT665A,tdl5T665TR,,9927
SKN   ,T666SS,T666,16,4,Track Circuit,Clear,SKN,,C,T666.TPK,LIMT666A,tdl5T666TR,,9928
SKN   ,T667SS,T667,16,3,Track Circuit,Clear,SKN,,C,T667.TPK,LIMT667A,tdl5T667TR,,9929
SKN   ,T668SS,T668,16,2,Track Circuit,Clear,SKN,,C,T668.TPK,LIMT668A,tdl5T668TR,,9930
SKN   ,T669SS,T669,16,1,Track Circuit,Clear,SKN,,C,T669.TPK,LIMT669A,tdl5T669TR,,9931
SKN   ,T671SS,T671,16,0,Track Circuit,Clear,SKN,,C,T671.TPK,LIMT671A,tdl5T671TR,,9932
SKN   ,T672SS,T672,17,15,Track Circuit,Clear,SKN,,C,T672.TPK,LIMT672A,tdl5T672TR,,9933
SKN   ,T673SS,T673,17,14,Track Circuit,Clear,SKN,,C,T673.TPK,LIMT673A,tdl5T673TR,,9934
SKN   ,T674SS,T674,17,13,Track Circuit,Clear,SKN,,C,T674.TPK,LIMT674A,tdl5T674TR,,9935
SKN   ,T675SS,T675,17,12,Track Circuit,Clear,SKN,,C,T675.TPK,LIMT675A,tdl5T675TR,,9936
SKN   ,T678SS,T678,17,11,Track Circuit,Clear,SKN,,C,T678.TPK,LIMT678A,tdl5T678TR,,9937
SKN   ,T693SS,T693,17,10,Track Circuit,Clear,SKN,,C,T693.TPK,LIMT693A,tdl5T693TR,,9938
SKN   ,T695SS,T695,17,9,Approach Track Circuit,Clear,SKN,,C,T695.TPK,LIMT695A,tdl5T208ATP,,9939
SKN   ,T695SS,T695,17,8,Approach Track Circuit,Approaching,SKN,,C,T695.ARP,LIMT695B,tdl5T695PSTP,,9940
SKN   ,T753SS,T753,17,7,Track Circuit,Clear,SKN,,C,T753.TPK,LIMT753A,tdl5T753TR,,9941
SKN   ,T755SS,T755,17,6,Track Circuit,Clear,SKN,,C,T755.TPK,LIMT755A,tdl5T755TR,,9942
SKN   ,T756SS,T756,17,5,Track Circuit,Clear,SKN,,C,T756.TPK,LIMT756A,tdl5T756TR,,9943
SKN   ,T757SS,T757,17,4,Track Circuit,Clear,SKN,,C,T757.TPK,LIMT757A,tdl5T757TR,,9944
SKN   ,T758SS,T758,17,3,Track Circuit,Clear,SKN,,C,T758.TPK,LIMT758A,tdl5T758TR,,9945
SKN   ,T759SS,T759,17,2,Track Circuit,Clear,SKN,,C,T759.TPK,LIMT759A,tdl5T759TR,,9946
SKN   ,T760SS,T760,17,1,Track Circuit,Clear,SKN,,C,T760.TPK,LIMT760A,tdl5T760TR,,9947
SKN   ,T761SS,T761,17,0,Track Circuit,Clear,SKN,,C,T761.TPK,LIMT761A,tdl5T761TR,,9948
SKN   ,T762SS,T762,18,15,Track Circuit,Clear,SKN,,C,T762.TPK,LIMT762A,tdl5T762TR,,9949
SKN   ,T763SS,T763,18,14,Track Circuit,Clear,SKN,,C,T763.TPK,LIMT763A,tdl5T763TR,,9950
SKN   ,T764SS,T764,18,13,Track Circuit,Clear,SKN,,C,T764.TPK,LIMT764A,tdl5T764TR,,9951
SKN   ,T765SS,T765,18,12,Track Circuit,Clear,SKN,,C,T765.TPK,LIMT765A,tdl5T765TR,,9952
SKN   ,T766SS,T766,18,11,Track Circuit,Clear,SKN,,C,T766.TPK,LIMT766A,tdl5T766TR,,9953
SKN   ,T767SS,T767,18,10,Track Circuit,Clear,SKN,,C,T767.TPK,LIMT767A,tdl5T767TR,,9954
SKN   ,T768SS,T768,18,9,Track Circuit,Clear,SKN,,C,T768.TPK,LIMT768A,tdl5T768TR,,9955
SKN   ,T769SS,T769,18,8,Track Circuit,Clear,SKN,,C,T769.TPK,LIMT769A,tdl5T769TR,,9956
SKN   ,T770SS,T770,18,7,Approach Track Circuit,Clear,SKN,,C,T770.TPK,LIMT770A,tdl5T770TR,,9957
SKN   ,T770SS,T770,18,6,Approach Track Circuit,Approaching,SKN,,C,T770.ARP,LIMT770B,tdl5T770TR,,9958
SKN   ,T771SS,T771,18,5,Track Circuit,Clear,SKN,,C,T771.TPK,LIMT771A,tdl5T771TR,,9959
SKN   ,T772SS,T772,18,4,Track Circuit,Clear,SKN,,C,T772.TPK,LIMT772A,tdl5T772TR,,9960
SKN   ,T773SS,T773,18,3,Track Circuit,Clear,SKN,,C,T773.TPK,LIMT773A,tdl5T773TR,,9961
SKN   ,T774SS,T774,18,2,Track Circuit,Clear,SKN,,C,T774.TPK,LIMT774A,tdl5T774TR,,9962
SKN   ,T776SS,T776,18,1,Track Circuit,Clear,SKN,,C,T776.TPK,LIMT776A,tdl5T776TR,,9963
SKN   ,T778SS,T778,18,0,Track Circuit,Clear,SKN,,C,T778.TPK,LIMT778A,tdl5T778TR,,9964
SKN   ,T780SS,T780,19,8,Track Circuit,Clear,SKN,,C,T780.TPK,LIMT780A,tdl5T780TR,,9972
SKN   ,T791SS,T791,19,15,Track Circuit,Clear,SKN,,C,T791.TPK,LIMT791A,tdl5T791TP,,9965
SKN   ,T793SS,T793,19,14,Track Circuit,Clear,SKN,,C,T793.TPK,LIMT793A,tdl5T793TR,,9966
SKN   ,,,1,11,Not Used,,SKN,,C,# Not Used,# Not Used,,,9681
SKN   ,,,1,10,Not Used,,SKN,,C,# Not Used,# Not Used,,,9682
SKN   ,,,1,9,Not Used,,SKN,,C,# Not Used,# Not Used,,,9683
SKN   ,,,1,8,Not Used,,SKN,,C,# Not Used,# Not Used,,,9684
SKN   ,,,19,6,Not Used,,SKN,,C,# Not Used,# Not Used,,,9974
SKN   ,,,19,5,Not Used,,SKN,,C,# Not Used,# Not Used,,,9975
SKN   ,,,19,4,Not Used,,SKN,,C,# Not Used,# Not Used,,,9976
SKN   ,,,19,3,Not Used,,SKN,,C,# Not Used,# Not Used,,,9977
SKN   ,,,19,2,Not Used,,SKN,,C,# Not Used,# Not Used,,,9978
SKN   ,,,19,1,Not Used,,SKN,,C,# Not Used,# Not Used,,,9979
SKN   ,,,19,0,Not Used,,SKN,,C,# Not Used,# Not Used,,,9980
SME,SE333G,SE333,0,F,Auto Signal,Clear,,,,,,,,17993
SME,SE340G,SE340,0,D,Auto Signal,Clear,,,,,,,,17995
SME,SE351G,SE351,0,B,Auto Signal,Clear,,,,,,,,17997
SME,SE352G,SE352,0,A,Auto Signal,Clear,,,,,,,,17998
SME,SE363G,SE363,0,7,Auto Signal,Clear,,,,,,,,18001
SME,SE364G,SE364,0,6,Auto Signal,Clear,,,,,,,,18002
SME,SE379G,SE379,0,5,Auto Signal,Clear,,,,,,,,18003
SME,SE386G,SE386,0,4,Auto Signal,Clear,,,,,,,,18004
SME,TAE352T,TAE352,0,C,Track Circuit,Clear,,,,,,,,17996
SME,TAE363T,TAE363,0,9,Track Circuit,Clear,,,,,,,,17999
SME,TAE386T,TAE386,0,8,Track Circuit,Clear,,,,,,,,18000
SME,TBE352T,TBE352,0,E,Track Circuit,Clear,,,,,,,,17994
SME,,,0,3,Not Used,,,,,# Not Used,# Not Used,,,18005
SME,,,0,2,Not Used,,,,,# Not Used,# Not Used,,,18006
SME,,,0,1,Not Used,,,,,# Not Used,# Not Used,,,18007
SME,,,0,0,Not Used,,,,,# Not Used,# Not Used,,,18008
SNT,ECHARPX,ECHAR,3,7,Pedestrian Crossing,,,,,,,,,18065
